,Country,ESTJ,ESTP,ESFJ,ESFP,ENTJ,ENTP,ENFJ,ENFP,ISTJ,ISTP,ISFJ,ISFP,INTJ,INTP,INFJ,INFP,I,E,N,S,F,T,P,J
144,Turkey,0.0588999999999999,0.0366,0.0628,0.042399999999999896,0.0519,0.0857,0.0662,0.1196999999999999,0.0354,0.0253,0.0385,0.0359999999999999,0.0558,0.09849999999999999,0.0609999999999998,0.1253,0.47579999999999967,0.5241999999999997,0.6640999999999997,0.3358999999999997,0.5518999999999995,0.4480999999999999,0.5694999999999997,0.43049999999999966
145,Uganda,0.06509999999999999,0.0298,0.14019999999999988,0.0646999999999999,0.0343,0.0438999999999999,0.0726,0.1062999999999999,0.041999999999999996,0.0214,0.0858999999999999,0.054599999999999996,0.036000000000000004,0.0411999999999999,0.0675,0.0945,0.44309999999999977,0.5568999999999995,0.4962999999999997,0.5036999999999997,0.6862999999999996,0.31369999999999976,0.4563999999999996,0.5435999999999999
146,Ukraine,0.0803999999999999,0.0353,0.0718,0.032600000000000004,0.0558,0.0733,0.0592,0.09770000000000001,0.0553,0.0381999999999999,0.052000000000000005,0.0332999999999999,0.0627,0.0964,0.056100000000000004,0.0997,0.49369999999999975,0.5061,0.6009,0.3988999999999997,0.5024,0.4973999999999999,0.5064999999999997,0.49329999999999996
147,United Arab Emirates,0.058300000000000005,0.0292,0.1099,0.0606,0.0379,0.0529999999999999,0.0832999999999999,0.1355,0.0303,0.0211,0.061699999999999894,0.0508,0.0319,0.048299999999999996,0.06709999999999999,0.1214,0.4325999999999999,0.5676999999999998,0.5783999999999999,0.4218999999999999,0.6902999999999998,0.30999999999999994,0.5198999999999999,0.4803999999999998
148,United Kingdom,0.036,0.0224,0.088,0.0504,0.0258,0.0485,0.07389999999999991,0.1437,0.0303,0.0212,0.0762,0.0523,0.032299999999999995,0.0590999999999999,0.0797999999999999,0.16009999999999988,0.5112999999999998,0.48869999999999986,0.6231999999999996,0.37679999999999997,0.7243999999999996,0.2755999999999999,0.5576999999999998,0.4422999999999998
149,Tanzania,0.06659999999999999,0.030100000000000002,0.10650000000000001,0.0568999999999999,0.046700000000000005,0.0521,0.0815,0.1182,0.041499999999999995,0.025500000000000002,0.0619,0.0486999999999999,0.035699999999999996,0.0501999999999999,0.0680999999999999,0.1099,0.4414999999999997,0.5585999999999999,0.5623999999999998,0.43769999999999976,0.6516999999999998,0.3483999999999999,0.49159999999999976,0.5085
150,United States,0.038,0.0232,0.08310000000000001,0.0479,0.0257,0.0469,0.07100000000000001,0.1347,0.0356,0.0225,0.0758,0.0515,0.032600000000000004,0.0573,0.0754999999999999,0.1507,0.5015,0.4705,0.5944,0.3776,0.6901999999999999,0.2818,0.5347,0.4372999999999999
151,Uruguay,0.0301,0.019700000000000002,0.048600000000000004,0.0337,0.028399999999999998,0.0529,0.0659,0.1357,0.036199999999999996,0.0262,0.0476,0.0391999999999999,0.0567,0.0993,0.09009999999999999,0.1895,0.5847999999999999,0.415,0.7184999999999999,0.28129999999999994,0.6502999999999997,0.3495,0.5962,0.40360000000000007
152,Uzbekistan,0.1053999999999999,0.0363,0.0853,0.0409,0.0681,0.0789999999999999,0.0653999999999999,0.1017,0.06,0.028999999999999998,0.0717,0.028999999999999998,0.0445,0.0627,0.049,0.07179999999999989,0.4176999999999999,0.5820999999999997,0.5421999999999997,0.45759999999999984,0.5147999999999998,0.48499999999999976,0.4503999999999998,0.5493999999999998
153,Vanuatu,0.067,0.020999999999999998,0.0836999999999999,0.10459999999999989,0.0126,0.0503,0.0794999999999999,0.12969999999999998,0.0376999999999999,0.020999999999999998,0.06269999999999999,0.07529999999999999,0.0335,0.0293,0.0837,0.12129999999999991,0.4644999999999998,0.5483999999999998,0.5398999999999998,0.4729999999999997,0.7404999999999996,0.27239999999999986,0.5524999999999998,0.4603999999999997
154,Vietnam,0.048100000000000004,0.0291,0.10239999999999999,0.06559999999999999,0.0282,0.0427999999999999,0.06659999999999999,0.1193,0.034199999999999994,0.0279,0.0732,0.0718,0.0297,0.055,0.0615,0.1446999999999999,0.4979999999999999,0.5020999999999999,0.5477999999999998,0.45230000000000004,0.7050999999999998,0.29499999999999993,0.5561999999999998,0.4439
155,Yemen,0.059399999999999994,0.0325,0.0642,0.056499999999999995,0.0498,0.069,0.0689,0.1188,0.045899999999999996,0.0353999999999999,0.0479,0.0383,0.054599999999999996,0.0929,0.0556,0.1101,0.48069999999999985,0.5191,0.6197,0.3800999999999999,0.5603,0.4394999999999999,0.5535,0.4463
156,Zambia,0.0629999999999999,0.0264,0.1252999999999999,0.055900000000000005,0.0434999999999998,0.0444999999999999,0.0725999999999999,0.0983,0.0406,0.0202999999999999,0.0819,0.0542,0.0425999999999999,0.0532999999999999,0.08,0.0977,0.4705999999999996,0.5294999999999994,0.5324999999999993,0.4675999999999997,0.6658999999999997,0.3341999999999993,0.45059999999999967,0.5494999999999994
157,Zimbabwe,0.05840000000000001,0.027200000000000002,0.1134,0.0504999999999999,0.0486,0.0526,0.0837,0.1134,0.0372,0.0204,0.0741,0.0435999999999999,0.038299999999999904,0.0516,0.0761,0.1111,0.4523999999999998,0.5477999999999998,0.5753999999999999,0.42479999999999984,0.6658999999999997,0.33429999999999993,0.47039999999999976,0.5297999999999998
